level_0,level_1,level_2,incorr2_data
5,1,0,-3.988808807983007e-06
5,1,1,-4.622846677867273e-06
5,1,2,-4.871566197667325e-06
5,1,3,-5.056111770354013e-06
5,1,4,-4.537538983952834e-06
5,1,5,-3.1360614697234545e-06
5,1,6,-2.1932965282166786e-06
5,1,7,-3.902194715859475e-06
5,1,8,-9.045385512035495e-06
5,1,9,-1.568500907249762e-05
5,1,10,-2.0036076901552478e-05
5,1,11,-1.9202707621495535e-05
5,1,12,-1.322282934474318e-05
5,1,13,-5.068855246507267e-06
5,1,14,1.4689520176646597e-06
5,1,15,3.9928949858400215e-06
5,1,16,2.484574761826727e-06
5,1,17,-1.4742294516998072e-06
5,1,18,-6.06035618993053e-06
5,1,19,-1.0408387761827746e-05
5,1,20,-1.4757333194014921e-05
5,1,21,-1.993743965309023e-05
5,1,22,-2.6251800982308397e-05
5,1,23,-3.274647218542504e-05
5,1,24,-3.706891785199072e-05
5,2,0,-4.4616745736676195e-07
5,2,1,-6.309771018440448e-07
5,2,2,-2.3047692936973722e-06
5,2,3,-4.035417865558234e-06
5,2,4,-3.5950601694834995e-06
5,2,5,1.0587272372242176e-08
5,2,6,5.329414932309312e-06
5,2,7,9.354422357558045e-06
5,2,8,9.893530079439728e-06
5,2,9,7.229743749532754e-06
5,2,10,3.6849302526878968e-06
5,2,11,1.5778814721234172e-06
5,2,12,1.483025902687492e-06
5,2,13,2.2275100823167346e-06
5,2,14,2.3817865794837332e-06
5,2,15,1.649049251698691e-06
5,2,16,9.034717684721556e-07
5,2,17,1.0461247412783519e-06
5,2,18,1.9468749377643676e-06
5,2,19,2.486533449645652e-06
5,2,20,1.5825591853432791e-06
5,2,21,-8.273906255962791e-07
5,2,22,-3.698283090300419e-06
5,2,23,-5.798331126243152e-06
5,2,24,-6.6809335380279785e-06
6,0,0,6.927509196885066e-06
6,0,1,7.5461031189073325e-06
6,0,2,5.697002864817199e-06
6,0,3,2.0460104074316714e-06
6,0,4,-9.837145772664184e-07
6,0,5,-8.553206626070946e-07
6,0,6,2.880131293921359e-06
6,0,7,7.912214759593303e-06
6,0,8,1.0703366001838682e-05
6,0,9,9.336667565523348e-06
6,0,10,5.195787966956949e-06
6,0,11,2.0642443212824023e-06
6,0,12,3.0932973920067377e-06
6,0,13,8.293167171246067e-06
6,0,14,1.4503859199641034e-05
6,0,15,1.79818266538989e-05
6,0,16,1.7217357783091925e-05
6,0,17,1.3869289457247246e-05
6,0,18,1.1061668357100981e-05
6,0,19,1.098062801239085e-05
6,0,20,1.3526952736015656e-05
6,0,21,1.6965097418466168e-05
6,0,22,1.932430488214723e-05
6,0,23,1.9410653038016003e-05
6,0,24,1.6815748199868917e-05
6,1,0,7.479385496974146e-06
6,1,1,6.973880330642763e-06
6,1,2,3.376870204489606e-06
6,1,3,-1.1786926000347187e-06
6,1,4,-2.940135571562842e-06
6,1,5,3.7494613129012334e-07
6,1,6,7.733951612602197e-06
6,1,7,1.4985772073056874e-05
6,1,8,1.7976131034193646e-05
6,1,9,1.5171885250834898e-05
6,1,10,8.83233237319376e-06
6,1,11,3.0245004832553743e-06
6,1,12,1.2208365842545266e-06
6,1,13,4.010543548891969e-06
6,1,14,9.411164641453542e-06
6,1,15,1.40106176600511e-05
6,1,16,1.5338148160754113e-05
6,1,17,1.2791874368833366e-05
6,1,18,8.074746558392367e-06
6,1,19,3.6536174410328997e-06
6,1,20,1.6415890303467625e-06
6,1,21,2.1166874236585556e-06
6,1,22,3.4122619180438946e-06
6,1,23,2.5536756237119524e-06
6,1,24,-2.5251465934816235e-06
6,2,0,1.3474030329924526e-05
6,2,1,1.389517731482427e-05
6,2,2,1.2182955287794845e-05
6,2,3,8.40493897858916e-06
6,2,4,4.293834418013086e-06
6,2,5,2.5743240641329292e-06
6,2,6,4.719987989421754e-06
6,2,7,9.65209779509675e-06
6,2,8,1.4000240689147122e-05
6,2,9,1.478247599352115e-05
6,2,10,1.1645783698263146e-05
6,2,11,7.492494590002961e-06
6,2,12,5.980110743601593e-06
6,2,13,8.795576417566483e-06
6,2,14,1.41104496207714e-05
6,2,15,1.8382005783833645e-05
6,2,16,1.8944540634390568e-05
6,2,17,1.612963702815975e-05
6,2,18,1.232795348367398e-05
6,2,19,1.0161895776484469e-05
6,2,20,1.0377200096645578e-05
6,2,21,1.2091113056249736e-05
6,2,22,1.3584230530399536e-05
6,2,23,1.3714934379736843e-05
6,2,24,1.1817095395246077e-05
7,0,0,7.147174726105103e-06
7,0,1,4.2458531148113765e-06
7,0,2,1.2452492414032925e-06
7,0,3,3.2119251524128967e-07
7,0,4,2.5965155532879273e-06
7,0,5,7.016503618577548e-06
7,0,6,1.1201155742601016e-05
7,0,7,1.3069702448896352e-05
7,0,8,1.2576543855224455e-05
7,0,9,1.1728461133460864e-05
7,0,10,1.3333722216393382e-05
7,0,11,1.8649740655343836e-05
7,0,12,2.627662363967483e-05
7,0,13,3.266931210896837e-05
7,0,14,3.4800844669168355e-05
7,0,15,3.22881683396275e-05
7,0,16,2.795072837938708e-05
7,0,17,2.5416794611763868e-05
7,0,18,2.642021612052196e-05
7,0,19,2.9327752854902333e-05
7,0,20,3.091627195911514e-05
7,0,21,2.903488391503518e-05
7,0,22,2.4582021071866463e-05
7,0,23,2.017585678055296e-05
7,0,24,1.782936769097101e-05
7,1,0,1.3689873070957107e-05
7,1,1,1.283051261472348e-05
7,1,2,1.0909170104001387e-05
7,1,3,8.560089318278643e-06
7,1,4,6.3354179508673825e-06
7,1,5,4.274295561144806e-06
7,1,6,2.431243265012644e-06
7,1,7,1.2591778801200872e-06
7,1,8,2.0775389512331437e-06
7,1,9,6.3349566551477695e-06
7,1,10,1.4504851640274397e-05
7,1,11,2.460599098698781e-05
7,1,12,3.261145369315823e-05
7,1,13,3.432396093773038e-05
7,1,14,2.855345125482903e-05
7,1,15,1.8289023409713404e-05
7,1,16,9.427145554995468e-06
7,1,17,6.6465721000872106e-06
7,1,18,1.0567289585319004e-05
7,1,19,1.754133871818093e-05
7,1,20,2.3176752783663607e-05
7,1,21,2.5591723187330705e-05
7,1,22,2.6659699903386824e-05
7,1,23,2.9269996302500306e-05
7,1,24,3.451333083418504e-05
7,2,0,2.1119728940926174e-05
7,2,1,1.9771090886869886e-05
7,2,2,1.8194197307906256e-05
7,2,3,1.7086224652248985e-05
7,2,4,1.7540381202144637e-05
7,2,5,2.0029988380130203e-05
7,2,6,2.3602311909326338e-05
7,2,7,2.589114630991438e-05
7,2,8,2.5029678736324286e-05
7,2,9,2.1545635857368045e-05
7,2,10,1.8809360615862315e-05
7,2,11,2.0476103541550834e-05
7,2,12,2.7374271711323728e-05
7,2,13,3.609886679573158e-05
7,2,14,4.15039691506545e-05
7,2,15,4.0467194651696e-05
7,2,16,3.43859957532733e-05
7,2,17,2.756245708186115e-05
7,2,18,2.385963343014394e-05
7,2,19,2.3912452517635407e-05
7,2,20,2.580005131922738e-05
7,2,21,2.7154281674389262e-05
7,2,22,2.7167686898897387e-05
7,2,23,2.5985323396292672e-05
7,2,24,2.3738516382701934e-05
8,0,0,1.0091846493510102e-05
8,0,1,1.2407146462718342e-05
8,0,2,1.0934921901168998e-05
8,0,3,6.7737260096516596e-06
8,0,4,2.325029016077019e-06
8,0,5,-2.694853305140419e-07
8,0,6,-7.995853712604062e-07
8,0,7,-5.491454057821085e-07
8,0,8,-1.4011514603739353e-06
8,0,9,-4.1829120787341076e-06
8,0,10,-8.483632826933752e-06
8,0,11,-1.2642872941015255e-05
8,0,12,-1.4964987572226485e-05
8,0,13,-1.4244156985456597e-05
8,0,14,-1.0842717326929303e-05
8,0,15,-6.327914983263834e-06
8,0,16,-3.068719934415555e-06
8,0,17,-2.40128669187714e-06
8,0,18,-4.07353042350289e-06
8,0,19,-6.09794851689802e-06
8,0,20,-6.718481117855475e-06
8,0,21,-5.332579973918645e-06
8,0,22,-3.0579176837826913e-06
8,0,23,-1.0282605370294008e-06
8,0,24,2.3888638126110383e-07
8,1,0,8.727426705254545e-07
8,1,1,2.884491593485572e-06
8,1,2,3.6033794995435245e-06
8,1,3,9.333152004650729e-07
8,1,4,-4.680163398624969e-06
8,1,5,-1.0543159599127761e-05
8,1,6,-1.4706701259414867e-05
8,1,7,-1.7503700188881903e-05
8,1,8,-2.0906844604303603e-05
8,1,9,-2.554665299481381e-05
8,1,10,-2.96338174716952e-05
8,1,11,-3.007671665980244e-05
8,1,12,-2.5658426257348446e-05
8,1,13,-1.7989978636931306e-05
8,1,14,-1.0553066543162858e-05
8,1,15,-5.785671687401594e-06
8,1,16,-4.15270484885506e-06
8,1,17,-4.385173517081677e-06
8,1,18,-5.426412907496658e-06
8,1,19,-6.790878352386925e-06
8,1,20,-8.634016686719158e-06
8,1,21,-1.0624945001908687e-05
8,1,22,-1.223962917768775e-05
8,1,23,-1.2674518991533947e-05
8,1,24,-1.1805490242678524e-05
8,2,0,1.3616000272199513e-05
8,2,1,1.334105783696931e-05
8,2,2,9.958819430871968e-06
8,2,3,5.099448102145613e-06
8,2,4,1.0436283601837265e-06
8,2,5,-8.177278808922469e-07
8,2,6,-9.540002935230774e-07
8,2,7,-7.138653579167747e-07
8,2,8,-1.2943417652481868e-06
8,2,9,-2.8151960997312674e-06
8,2,10,-4.805154529756374e-06
8,2,11,-6.442126419231315e-06
8,2,12,-7.098655729627693e-06
8,2,13,-6.184012546617723e-06
8,2,14,-3.844372316040058e-06
8,2,15,-1.0670765891363613e-06
8,2,16,3.1566556133099264e-07
8,2,17,-8.562960956892812e-07
8,2,18,-4.247256283258181e-06
8,2,19,-7.793235388530199e-06
8,2,20,-9.519785231506975e-06
8,2,21,-8.693229158261478e-06
8,2,22,-6.317553291871074e-06
8,2,23,-3.55464658990907e-06
8,2,24,-1.0333901781733079e-06
9,0,0,-1.3255088030902115e-05
9,0,1,-1.2883676582611e-05
9,0,2,-1.0856219321675139e-05
9,0,3,-6.969333584661908e-06
9,0,4,-1.0821308185128428e-06
9,0,5,6.287403178260149e-06
9,0,6,1.347898234675053e-05
9,0,7,1.854006286863331e-05
9,0,8,2.014414088084013e-05
9,0,9,1.8510125212987884e-05
9,0,10,1.5002387450112212e-05
9,0,11,1.151072809861195e-05
9,0,12,9.273717434498925e-06
9,0,13,8.578541874658938e-06
9,0,14,8.462318636381157e-06
9,0,15,7.454741100571915e-06
9,0,16,4.180731474204643e-06
9,0,17,-1.4501747716709934e-06
9,0,18,-8.17270932557373e-06
9,0,19,-1.3607100320713224e-05
9,0,20,-1.5880156079384027e-05
9,0,21,-1.452978634738976e-05
9,0,22,-1.1016256194571123e-05
9,0,23,-7.3850265116527885e-06
9,0,24,-5.178964133712859e-06
9,1,0,-1.6949840326293433e-07
9,1,1,-1.1795664425572034e-06
9,1,2,-2.3037053667793845e-06
9,1,3,-2.1769119809200905e-06
9,1,4,7.876573480689129e-07
9,1,5,6.98394807334353e-06
9,1,6,1.4841967134244247e-05
9,1,7,2.1415997208241327e-05
9,1,8,2.411238710470329e-05
9,1,9,2.2220889844963543e-05
9,1,10,1.729288222425255e-05
9,1,11,1.2264620637273348e-05
9,1,12,1.001321667359347e-05
9,1,13,1.2042263003695947e-05
9,1,14,1.7611126794273057e-05
9,1,15,2.372507332321365e-05
9,1,16,2.6395175184423846e-05
9,1,17,2.2965303265903934e-05
9,1,18,1.4253442562702184e-05
9,1,19,4.7296224488401395e-06
9,1,20,-1.5683433736701204e-07
9,1,21,2.131253527221322e-06
9,1,22,9.138590530462047e-06
9,1,23,1.5080080126674174e-05
9,1,24,1.509279704558174e-05
9,2,0,-4.534914182204405e-06
9,2,1,-5.82220026935004e-06
9,2,2,-5.3627595551583465e-06
9,2,3,-3.4319939515897095e-06
9,2,4,-1.19636958479652e-07
9,2,5,4.847320523748293e-06
9,2,6,1.1368349975108725e-05
9,2,7,1.815311579541289e-05
9,2,8,2.2703987244296624e-05
9,2,9,2.272133894827349e-05
9,2,10,1.7928847495337534e-05
9,2,11,1.0990113678473808e-05
9,2,12,6.2164211175057445e-06
9,2,13,6.908862372433577e-06
9,2,14,1.286451753073584e-05
9,2,15,2.0208965298573896e-05
9,2,16,2.3682475501130896e-05
9,2,17,2.0176203116140557e-05
9,2,18,1.078873772418108e-05
9,2,19,2.4036260487091646e-07
9,2,20,-6.341349311602849e-06
9,2,21,-6.6962850812269e-06
9,2,22,-2.7088903556272807e-06
9,2,23,1.4634312028436911e-06
9,2,24,2.5134228428031922e-06
10,0,0,2.5103336530531178e-06
10,0,1,4.386751308513824e-07
10,0,2,7.55632993223381e-08
10,0,3,1.4744284491435204e-06
10,0,4,3.1400752518011288e-06
10,0,5,3.175404755916889e-06
10,0,6,9.080494372733317e-07
10,0,7,-2.6726553585729423e-06
10,0,8,-5.6526693630197164e-06
10,0,9,-6.5530025561787554e-06
10,0,10,-4.954074830645878e-06
10,0,11,-1.445209021474788e-06
10,0,12,2.9226998302742807e-06
10,0,13,6.8630893224006775e-06
10,0,14,9.201693456598644e-06
10,0,15,9.294691110230103e-06
10,0,16,7.627396666946211e-06
10,0,17,5.599875741380277e-06
10,0,18,4.568202416381089e-06
10,0,19,4.647121819415081e-06
10,0,20,4.792054167876826e-06
10,0,21,4.009264799322221e-06
10,0,22,2.7516622549985493e-06
10,0,23,2.605703087003202e-06
10,0,24,4.566532947881637e-06
10,1,0,4.660273112998687e-06
10,1,1,-1.3682126540668794e-06
10,1,2,-4.157462597609871e-06
10,1,3,-2.0053328924908543e-06
