level_0,level_1,level_2,incorr2_data
10,1,4,3.871495995036266e-06
10,1,5,9.72004287109774e-06
10,1,6,1.2175480696426414e-05
10,1,7,1.0461010398460705e-05
10,1,8,6.83721310635601e-06
10,1,9,4.302778752841483e-06
10,1,10,4.553074245084251e-06
10,1,11,6.884765128052086e-06
10,1,12,9.48986358296854e-06
10,1,13,1.075434063404747e-05
10,1,14,1.0550738236691625e-05
10,1,15,9.720884699406245e-06
10,1,16,9.484742036327599e-06
10,1,17,1.0157742659816407e-05
10,1,18,1.1055893429456551e-05
10,1,19,1.0619560065598188e-05
10,1,20,8.142834970760492e-06
10,1,21,4.6744528632063835e-06
10,1,22,3.264192540410049e-06
10,1,23,6.489820322102982e-06
10,1,24,1.4208811838031733e-05
10,2,0,-3.8718696154653215e-06
10,2,1,-3.4942943395895032e-06
10,2,2,-1.6457318242498057e-07
10,2,3,4.323183812476639e-06
10,2,4,7.25046931510559e-06
10,2,5,6.8950671565915205e-06
10,2,6,3.8685663306592595e-06
10,2,7,4.7576041451507855e-07
10,2,8,-8.304338858632296e-07
10,2,9,9.933072908773706e-07
10,2,10,5.420800597507328e-06
10,2,11,1.0886231919685107e-05
10,2,12,1.577706739998709e-05
10,2,13,1.8816847576358874e-05
10,2,14,1.9440046452023777e-05
10,2,15,1.781448981261983e-05
10,2,16,1.4946397500245233e-05
10,2,17,1.2072519346289622e-05
10,2,18,1.0000070473180269e-05
10,2,19,8.45702101156333e-06
10,2,20,6.652100372764845e-06
10,2,21,4.2071042743638785e-06
10,2,22,2.022811743828922e-06
10,2,23,1.5962861890816862e-06
10,2,24,3.6427602569192306e-06
11,0,0,4.200356551171936e-06
11,0,1,1.9892935893882038e-06
11,0,2,-1.9776794328229692e-07
11,0,3,-2.36945383114392e-06
11,0,4,-4.6023706776443215e-06
11,0,5,-6.5809313198969695e-06
11,0,6,-7.698365630976714e-06
11,0,7,-7.187571570976771e-06
11,0,8,-4.60830749534808e-06
11,0,9,-2.750555024763428e-08
11,0,10,5.6542038625034135e-06
11,0,11,1.0994771019012047e-05
11,0,12,1.4312195921312209e-05
11,0,13,1.457938073041857e-05
11,0,14,1.180798662377315e-05
11,0,15,7.269878659926408e-06
11,0,16,2.6553851453225703e-06
11,0,17,-7.09859442968388e-07
11,0,18,-2.761630135179573e-06
11,0,19,-4.400525060280599e-06
11,0,20,-6.794769534576974e-06
11,0,21,-1.0109107248015435e-05
11,0,22,-1.3382556989435953e-05
11,0,23,-1.504643464297331e-05
11,0,24,-1.4481684990885627e-05
11,1,0,3.9523013990715346e-05
11,1,1,3.6506253489386334e-05
11,1,2,2.981708429481214e-05
11,1,3,2.251779694136674e-05
11,1,4,1.700940654580528e-05
11,1,5,1.3143419542158683e-05
11,1,6,8.782446224260272e-06
11,1,7,2.9186804093293714e-06
11,1,8,-2.48088839784657e-06
11,1,9,-3.675912430686502e-06
11,1,10,8.26431836267383e-07
11,1,11,8.108808954470736e-06
11,1,12,1.2500587222175107e-05
11,1,13,1.046021368109008e-05
11,1,14,3.5719193497446447e-06
11,1,15,-2.5590663807886294e-06
11,1,16,-3.207301463179125e-06
11,1,17,1.8806535361478628e-06
11,1,18,8.453575845581676e-06
11,1,19,1.1577638533424785e-05
11,1,20,9.001230635000102e-06
11,1,21,2.251778311704707e-06
11,1,22,-5.392064566279791e-06
11,1,23,-1.0896982874816026e-05
11,1,24,-1.271199453937999e-05
11,2,0,1.0326493947276753e-05
11,2,1,8.8411522891451e-06
11,2,2,6.902739654010006e-06
11,2,3,4.565350240953828e-06
11,2,4,2.127232651084868e-06
11,2,5,3.212511321756924e-07
11,2,6,-5.993143137804196e-09
11,2,7,1.593631010209765e-06
11,2,8,4.817996958934656e-06
11,2,9,8.716181894493204e-06
11,2,10,1.2085064552594935e-05
11,2,11,1.4029392541358506e-05
11,2,12,1.420417850815398e-05
11,2,13,1.2777363198751405e-05
11,2,14,1.0092596644751303e-05
11,2,15,6.455075441190233e-06
11,2,16,2.1008116477057206e-06
11,2,17,-2.5386016583001483e-06
11,2,18,-6.76947393995857e-06
11,2,19,-9.802085115186274e-06
11,2,20,-1.1205664653601713e-05
11,2,21,-1.1160095330385047e-05
11,2,22,-1.0389451354258898e-05
11,2,23,-9.670618745479637e-06
11,2,24,-9.404769802211145e-06
12,0,0,9.680698857308532e-06
12,0,1,1.1111533405757073e-05
12,0,2,1.1267361864706303e-05
12,0,3,1.0474447637182809e-05
12,0,4,8.647512860698815e-06
12,0,5,5.834614508416346e-06
12,0,6,2.7208091019726777e-06
12,0,7,4.1546159701003735e-07
12,0,8,-2.0509249076006683e-07
12,0,9,9.814551195451353e-07
12,0,10,3.46359598256418e-06
12,0,11,6.56209750333201e-06
12,0,12,9.735406055829017e-06
12,0,13,1.2567753043104006e-05
12,0,14,1.4765604502753977e-05
12,0,15,1.6278849458751816e-05
12,0,16,1.7447254764061488e-05
12,0,17,1.8740611546532978e-05
12,0,18,2.0153100495179745e-05
12,0,19,2.081716697018097e-05
12,0,20,1.943868293754656e-05
12,0,21,1.541423285065938e-05
12,0,22,9.719349472326775e-06
12,0,23,4.5870064015193855e-06
12,0,24,2.048177369540406e-06
12,1,0,6.248865340586606e-06
12,1,1,4.173190671620937e-06
12,1,2,3.2473668881765282e-06
12,1,3,5.354471147918643e-06
12,1,4,9.22320409800975e-06
12,1,5,1.1822702975862887e-05
12,1,6,1.1076782704078146e-05
12,1,7,7.386089529076061e-06
12,1,8,3.120182055791758e-06
12,1,9,8.062600620267082e-07
12,1,10,1.7487165938755172e-06
12,1,11,5.61526002638895e-06
12,1,12,1.0855603048056035e-05
12,1,13,1.524125714214529e-05
12,1,14,1.673828835395408e-05
12,1,15,1.4483806660157538e-05
12,1,16,9.604481744972715e-06
12,1,17,4.796919964603817e-06
12,1,18,2.6327281767722687e-06
12,1,19,3.509764117101417e-06
12,1,20,5.3197462758896306e-06
12,1,21,5.250007676310019e-06
12,1,22,2.450386127881871e-06
12,1,23,-1.1422668819385765e-06
12,1,24,-2.5201101755460372e-06
12,2,0,6.847575525344542e-06
12,2,1,8.430019204858975e-06
12,2,2,7.2666139376962756e-06
12,2,3,4.101690198878797e-06
12,2,4,-1.1155277401501791e-08
12,2,5,-3.961031020387537e-06
12,2,6,-6.754303568106941e-06
12,2,7,-7.71289790133607e-06
12,2,8,-6.787874109443262e-06
12,2,9,-4.551852975580512e-06
12,2,10,-1.830928003981102e-06
12,2,11,8.460777406636566e-07
12,2,12,3.369691017004713e-06
12,2,13,5.738980411504102e-06
12,2,14,7.62401989496715e-06
12,2,15,8.458037462857177e-06
12,2,16,7.971805580937199e-06
12,2,17,6.7110640065530525e-06
12,2,18,5.7236896225521645e-06
12,2,19,5.678547398053815e-06
12,2,20,6.087267410961238e-06
12,2,21,5.6285193679447365e-06
12,2,22,3.2865551964704714e-06
12,2,23,-5.536652761941257e-07
12,2,24,-4.2592303268822694e-06
13,0,0,-2.5500740246392636e-06
13,0,1,-2.4200193726297555e-06
13,0,2,-3.4029668820532684e-06
13,0,3,-5.7107984444571414e-06
13,0,4,-7.83715161415229e-06
13,0,5,-7.799854327270451e-06
13,0,6,-5.122015576415926e-06
13,0,7,-9.329987872536111e-07
13,0,8,2.8587015975399175e-06
13,0,9,5.3929234930889444e-06
13,0,10,6.992512603178807e-06
13,0,11,8.652575472082203e-06
13,0,12,1.0541678214135439e-05
13,0,13,1.2005126515479778e-05
13,0,14,1.1906556205828578e-05
13,0,15,1.0052204165454269e-05
13,0,16,7.131857379907478e-06
13,0,17,4.416183285097528e-06
13,0,18,2.216601602701121e-06
13,0,19,-1.1858905003733795e-07
13,0,20,-3.901702133521655e-06
13,0,21,-9.271309092492744e-06
13,0,22,-1.4936017618958166e-05
13,0,23,-1.842203519284032e-05
13,0,24,-1.8360183731432013e-05
13,1,0,1.6715329796956175e-05
13,1,1,9.968184316056731e-06
13,1,2,-1.3767424412040307e-06
13,1,3,-1.2662283741027617e-05
13,1,4,-1.9458642344771207e-05
13,1,5,-2.007625037452206e-05
13,1,6,-1.5903290714558817e-05
13,1,7,-9.552582338537383e-06
13,1,8,-3.4571243819678103e-06
13,1,9,1.0950269988288001e-06
13,1,10,3.879557756192911e-06
13,1,11,5.819773737449551e-06
13,1,12,7.973714064647838e-06
13,1,13,1.0511971933945593e-05
13,1,14,1.1665335651855327e-05
13,1,15,9.020850982594875e-06
13,1,16,1.7428776378031278e-06
13,1,17,-7.423581811624865e-06
13,1,18,-1.3824539406870145e-05
13,1,19,-1.4342581775953346e-05
13,1,20,-1.0476626786520729e-05
13,1,21,-6.839832451136147e-06
13,1,22,-7.289354943558273e-06
13,1,23,-1.1258579056139348e-05
13,1,24,-1.4995780880500088e-05
13,2,0,6.2854626803355304e-06
13,2,1,3.995778084087603e-06
13,2,2,5.755267097169321e-07
13,2,3,-3.0989901013289028e-06
13,2,4,-5.610147210897276e-06
13,2,5,-5.885179504205352e-06
13,2,6,-4.265564411877682e-06
13,2,7,-2.004572009212013e-06
13,2,8,-7.432755521020467e-07
13,2,9,-1.177105895554362e-06
13,2,10,-2.9468354553327584e-06
13,2,11,-4.606557263717908e-06
13,2,12,-5.002349718741695e-06
13,2,13,-3.88734266715821e-06
13,2,14,-2.5345695044292244e-06
13,2,15,-2.357918345871561e-06
13,2,16,-3.958959919021798e-06
13,2,17,-6.128312179868103e-06
13,2,18,-7.273988120848134e-06
13,2,19,-6.646791106414661e-06
13,2,20,-5.559451247869263e-06
13,2,21,-5.7924350539026405e-06
13,2,22,-8.121204276046964e-06
13,2,23,-1.0957955400531445e-05
13,2,24,-1.2213933405394602e-05
14,0,0,-5.927068648005926e-06
14,0,1,-5.943380253826345e-06
14,0,2,-1.8969695075429153e-06
14,0,3,4.429281464189759e-06
14,0,4,9.168809038075565e-06
14,0,5,9.637339970047993e-06
14,0,6,6.544483864877131e-06
14,0,7,3.462690489625602e-06
14,0,8,3.635490119962805e-06
14,0,9,7.324239522859296e-06
14,0,10,1.1666536912475329e-05
14,0,11,1.3389413851993734e-05
14,0,12,1.1471384084822743e-05
14,0,13,7.718778330367479e-06
14,0,14,4.59865084425864e-06
14,0,15,3.013894683481021e-06
14,0,16,1.7388189266865164e-06
14,0,17,-7.712240518555833e-07
14,0,18,-4.606988364212972e-06
14,0,19,-8.068791914592189e-06
14,0,20,-9.483774333950493e-06
14,0,21,-8.876285706200236e-06
14,0,22,-8.24901374940222e-06
14,0,23,-9.7266930964562e-06
14,0,24,-1.3774523018293423e-05
14,1,0,2.2221930306917876e-05
14,1,1,1.8307371919898266e-05
14,1,2,1.8488214393902035e-05
14,1,3,2.4752045651928265e-05
14,1,4,3.3387251230139296e-05
14,1,5,3.816185401341846e-05
14,1,6,3.57614136973234e-05
14,1,7,2.8964275110911946e-05
14,1,8,2.38699478278115e-05
14,1,9,2.4462212241622983e-05
14,1,10,2.888498754441719e-05
14,1,11,3.152840410308396e-05
14,1,12,2.8113389690233607e-05
14,1,13,1.9667065064118278e-05
14,1,14,1.1135286497338285e-05
14,1,15,7.1679781444255715e-06
14,1,16,8.26106564577394e-06
14,1,17,1.1392973998829332e-05
14,1,18,1.3072455671298585e-05
14,1,19,1.242959133710103e-05
14,1,20,1.0677694967801792e-05
14,1,21,9.005898889474925e-06
14,1,22,6.611130910020408e-06
14,1,23,2.0060068280749105e-06
14,1,24,-4.940505533291108e-06
14,2,0,1.0191361222473697e-06
14,2,1,1.0055518182297972e-06
14,2,2,3.4586818007183336e-06
14,2,3,7.88426053002306e-06
14,2,4,1.1849554897838156e-05
14,2,5,1.320322645944694e-05
14,2,6,1.1716912733363547e-05
14,2,7,9.226893736170882e-06
14,2,8,7.749745534030652e-06
14,2,9,7.911506808906893e-06
14,2,10,8.545348227932648e-06
14,2,11,8.177966932624084e-06
14,2,12,6.3724649448035635e-06
14,2,13,4.147502902881285e-06
14,2,14,2.6098822152201224e-06
14,2,15,1.8420183825397805e-06
14,2,16,5.718995538427427e-07
14,2,17,-2.417975556105476e-06
14,2,18,-7.103482599980868e-06
14,2,19,-1.1762363458469335e-05
14,2,20,-1.4442116877598564e-05
14,2,21,-1.4379255513258357e-05
14,2,22,-1.2854792485643808e-05
14,2,23,-1.1982691827437902e-05
14,2,24,-1.323395428410104e-05
15,0,0,9.92215951788663e-06
15,0,1,5.792951283103059e-06
15,0,2,7.187332010068754e-07
15,0,3,-3.0971529220039453e-06
15,0,4,-4.281868014144606e-06
15,0,5,-2.9946115765266907e-06
15,0,6,-5.264867546665836e-07
15,0,7,1.7549886513313446e-06
15,0,8,3.109165164406078e-06
15,0,9,3.5941772320138615e-06
15,0,10,3.774451453719495e-06
15,0,11,4.357534336480823e-06
15,0,12,5.676622907236186e-06
15,0,13,7.3469565180608095e-06
15,0,14,8.262836613883622e-06
15,0,15,7.323681456901973e-06
15,0,16,4.335541299072709e-06
15,0,17,4.806094765393077e-07
15,0,18,-2.3462517114612524e-06
15,0,19,-2.7823073156335544e-06
15,0,20,-1.0209777580964322e-06
15,0,21,1.3886249896597578e-06
15,0,22,2.612588871492931e-06
15,0,23,1.7645199740490123e-06
15,0,24,-7.216825559444686e-07
15,1,0,-3.7503633042851574e-06
15,1,1,-6.964390298985171e-06
15,1,2,-1.1906302274904059e-05
15,1,3,-1.477008940309419e-05
15,1,4,-1.3353699085916562e-05
15,1,5,-9.46754385505868e-06
15,1,6,-7.316620867527958e-06
15,1,7,-9.342557453299795e-06
15,1,8,-1.3618030264404119e-05
15,1,9,-1.5486243004239988e-05
15,1,10,-1.1812557380414489e-05
15,1,11,-3.888905542877026e-06
15,1,12,3.655063537630267e-06
15,1,13,6.650334497825569e-06
15,1,14,4.402207261706065e-06
15,1,15,-5.412683175274105e-07
15,1,16,-4.925616377205458e-06
15,1,17,-7.147259854810458e-06
15,1,18,-7.561024653004848e-06
15,1,19,-7.360894342674229e-06
15,1,20,-7.409391511278471e-06
15,1,21,-8.07455738349158e-06
15,1,22,-9.462712619130872e-06
15,1,23,-1.1536542469015975e-05
15,1,24,-1.3886706644843615e-05
15,2,0,6.701233460074043e-06
15,2,1,5.6010711812341004e-06
15,2,2,3.354522100344629e-06
15,2,3,9.81313147420073e-07
15,2,4,1.641506333118686e-09
15,2,5,1.0216221351022403e-06
15,2,6,3.1225925805852567e-06
15,2,7,4.751018493917114e-06
15,2,8,4.902684013655356e-06
15,2,9,3.856955721123415e-06
15,2,10,2.710246776045717e-06
15,2,11,2.624364827168022e-06
15,2,12,3.948888174544284e-06
15,2,13,6.065562501478939e-06
15,2,14,7.574892628424131e-06
15,2,15,7.2331910983017235e-06
15,2,16,4.682713985604628e-06
15,2,17,9.425556667727795e-07
15,2,18,-2.3262237283350705e-06
15,2,19,-3.901114599935555e-06
15,2,20,-4.042292554212436e-06
15,2,21,-4.0319152195105725e-06
15,2,22,-5.024892818553638e-06
15,2,23,-6.777597546755857e-06
15,2,24,-8.058916257175299e-06
16,0,0,-4.478990079754815e-06
16,0,1,-6.3532244022019104e-06
16,0,2,-8.937922526855728e-06
16,0,3,-1.1756400811115662e-05
16,0,4,-1.3192519160062357e-05
16,0,5,-1.2079195037500111e-05
16,0,6,-8.932560146014169e-06
16,0,7,-5.727823457932262e-06
16,0,8,-4.060674897600708e-06
16,0,9,-3.877152324569818e-06
16,0,10,-3.786051513116642e-06
16,0,11,-2.8202821760783104e-06
16,0,12,-1.3576747025982895e-06
16,0,13,-4.954899469504264e-07
16,0,14,-3.582268899382955e-07
16,0,15,2.682774078452503e-07
16,0,16,2.6855561773119478e-06
16,0,17,6.464588028316765e-06
16,0,18,9.460701544416344e-06
16,0,19,9.62529389444245e-06
16,0,20,7.047227077657014e-06
16,0,21,3.750591769357647e-06
16,0,22,1.6582806230592444e-06
16,0,23,6.076838507909015e-07
16,0,24,-1.1225512192976375e-06
16,1,0,2.7036171052678237e-06
16,1,1,5.494963343180169e-06
16,1,2,6.267704250321972e-06
16,1,3,4.190975295082297e-06
16,1,4,8.087408197074268e-09
16,1,5,-4.5678302511435774e-06
16,1,6,-7.990231943869692e-06
16,1,7,-9.419311531315541e-06
16,1,8,-8.97404256377805e-06
16,1,9,-7.478731388374884e-06
16,1,10,-6.223495531199432e-06
16,1,11,-6.246731302186567e-06
16,1,12,-7.78673359270928e-06
16,1,13,-9.86843239087138e-06
16,1,14,-1.0992166226147355e-05
16,1,15,-9.947374349374312e-06
16,1,16,-6.66732749708671e-06
16,1,17,-1.8031151098896203e-06
16,1,18,3.709735447755797e-06
16,1,19,9.169526447507014e-06
16,1,20,1.3565749597784123e-05
16,1,21,1.5623533050507796e-05
16,1,22,1.4190747090198053e-05
16,1,23,9.610060221758635e-06
16,1,24,3.897617410856185e-06
16,2,0,2.812487078772199e-06
16,2,1,3.0844207235851612e-06
16,2,2,2.2806864193323834e-06
16,2,3,1.1726993027091385e-07
16,2,4,-2.5980284067973996e-06
16,2,5,-4.711106955425544e-06
16,2,6,-5.705939196092101e-06
16,2,7,-5.8663224045756805e-06
16,2,8,-5.759125355650675e-06
16,2,9,-5.591931850738738e-06
16,2,10,-5.304890589209505e-06
16,2,11,-4.972390235223102e-06
16,2,12,-5.04935095043817e-06
16,2,13,-5.797047647300885e-06
16,2,14,-6.727614627584659e-06
16,2,15,-6.640628370223616e-06
16,2,16,-4.702991352181752e-06
16,2,17,-1.2561220688260652e-06
16,2,18,2.207527392027376e-06
16,2,19,4.313903328401458e-06
16,2,20,4.657936075378187e-06
16,2,21,3.757424257457058e-06
16,2,22,1.9567365889626415e-06
16,2,23,-9.367288979295754e-07
16,2,24,-5.083610888768707e-06
17,0,0,1.82698759993706e-05
17,0,1,1.4685366696180649e-05
17,0,2,1.1657428141002401e-05
17,0,3,9.40213517791979e-06
17,0,4,7.99916681995305e-06
17,0,5,7.578171174973936e-06
17,0,6,8.00628707218039e-06
17,0,7,8.721718898320105e-06
17,0,8,9.12884438509262e-06
17,0,9,9.2146388405787e-06
17,0,10,9.5695287716691e-06
17,0,11,1.0739592995339525e-05
17,0,12,1.2518187763906085e-05
17,0,13,1.4014468096877901e-05
17,0,14,1.4371219945549514e-05
17,0,15,1.3453928313928516e-05
17,0,16,1.1785980489641135e-05
17,0,17,1.005299942763335e-05
17,0,18,8.64737607269363e-06
17,0,19,7.68159382083034e-06
17,0,20,7.077196019920646e-06
17,0,21,6.6030276759047445e-06
17,0,22,5.831037283802028e-06
17,0,23,4.478060576155752e-06
17,0,24,2.889079630526503e-06
17,1,0,3.081194054613918e-05
17,1,1,2.6269836626311186e-05
17,1,2,1.9539088243735402e-05
17,1,3,1.129893515564777e-05
17,1,4,3.075001996313251e-06
17,1,5,-2.912897478131446e-06
17,1,6,-5.136578405797717e-06
17,1,7,-3.6626905603129865e-06
17,1,8,4.1307453718019416e-08
17,1,9,4.501019133153656e-06
17,1,10,8.961741829652215e-06
17,1,11,1.3262768531874095e-05
17,1,12,1.6849693453027952e-05
17,1,13,1.8602985351018385e-05
17,1,14,1.731847904352067e-05
17,1,15,1.2933493609946123e-05
17,1,16,6.742887590440176e-06
17,1,17,9.53747999689046e-07
17,1,18,-2.8234968760990997e-06
17,1,19,-4.399839665063129e-06
17,1,20,-5.174923430591611e-06
17,1,21,-6.765123644836225e-06
17,1,22,-9.780450054898112e-06
17,1,23,-1.2918948970458638e-05
17,1,24,-1.3988328491163675e-05
17,2,0,2.476805857968417e-05
17,2,1,2.1745155714845738e-05
17,2,2,1.581242418894431e-05
17,2,3,8.543100684592136e-06
17,2,4,3.235249144387418e-06
17,2,5,2.5348179783854513e-06
17,2,6,6.0286792165915165e-06
17,2,7,1.0224730219781102e-05
17,2,8,1.1462020654829524e-05
17,2,9,8.997467509665972e-06
17,2,10,5.5617606368504175e-06
17,2,11,4.701870854692471e-06
17,2,12,7.611735167948306e-06
17,2,13,1.220874710272993e-05
17,2,14,1.5217680128740965e-05
17,2,15,1.489480368403425e-05
17,2,16,1.2145096296976821e-05
17,2,17,9.246233959393335e-06
17,2,18,7.906960062926038e-06
17,2,19,8.134280627266027e-06
17,2,20,8.685916820750262e-06
17,2,21,8.051150627497964e-06
17,2,22,5.398441215627881e-06
17,2,23,9.662470946122923e-07
17,2,24,-3.754128976204491e-06
18,0,0,8.599753474207645e-06
18,0,1,9.361411642546378e-06
18,0,2,1.1994280972898465e-05
18,0,3,1.5316746658708847e-05
18,0,4,1.736514994673654e-05
18,0,5,1.7385682699429727e-05
18,0,6,1.6363828279377193e-05
18,0,7,1.590291818552342e-05
18,0,8,1.6374100476489965e-05
18,0,9,1.668178035589725e-05
18,0,10,1.542214472708694e-05
18,0,11,1.2552339654264442e-05
18,0,12,9.312128670508095e-06
18,0,13,6.864949784790347e-06
18,0,14,4.768836222986112e-06
18,0,15,1.4599020904998138e-06
18,0,16,-4.017874076297492e-06
18,0,17,-1.033273453621543e-05
18,0,18,-1.4557207976854708e-05
18,0,19,-1.4361077260484204e-05
18,0,20,-1.026542683411094e-05
18,0,21,-5.31214290006951e-06
18,0,22,-2.8769395131673957e-06
18,0,23,-3.967770740025985e-06
18,0,24,-6.957207473521417e-06
18,1,0,-6.386665431490769e-06
18,1,1,-1.9413282932934838e-06
18,1,2,4.271662392044996e-06
18,1,3,1.1088087359591755e-05
18,1,4,1.8047522731367833e-05
18,1,5,2.5377821671818514e-05
18,1,6,3.248095211544561e-05
18,1,7,3.771905959910242e-05
18,1,8,3.899602510401643e-05
18,1,9,3.60579613614151e-05
18,1,10,3.0905081536137776e-05
18,1,11,2.6778778227474955e-05
18,1,12,2.4952920292733907e-05
18,1,13,2.3585008226670442e-05
18,1,14,1.86397376686668e-05
18,1,15,7.948115062592401e-06
18,1,16,-6.622020835943829e-06
18,1,17,-1.9490233098011208e-05
18,1,18,-2.5793613551834422e-05
18,1,19,-2.467069462382338e-05
18,1,20,-2.0262931077002447e-05
18,1,21,-1.7855318121784446e-05
18,1,22,-2.022180736395429e-05
18,1,23,-2.5387629662828584e-05
18,1,24,-2.940688617109337e-05
18,2,0,-6.233191563410045e-07
18,2,1,6.536777716154179e-07
18,2,2,3.737032294545803e-06
18,2,3,7.047977956493986e-06
18,2,4,9.198808539361632e-06
18,2,5,1.0418900793141136e-05
18,2,6,1.2031214461894174e-05
18,2,7,1.4827371563052704e-05
18,2,8,1.785263183819326e-05
18,2,9,1.925961725241865e-05
18,2,10,1.803104996308386e-05
18,2,11,1.5007748375762226e-05
18,2,12,1.1756389897179078e-05
18,2,13,8.814111919864815e-06
18,2,14,4.9683422561441315e-06
18,2,15,-1.1236302438278996e-06
18,2,16,-8.937606022694795e-06
18,2,17,-1.5537410449328426e-05
18,2,18,-1.7724609906872506e-05
18,2,19,-1.462448730272408e-05
18,2,20,-8.702946927395788e-06
18,2,21,-3.7405607702433797e-06
18,2,22,-2.0530193375058555e-06
18,2,23,-2.9639379577576244e-06
18,2,24,-4.286095345581439e-06
19,0,0,-4.5780362370410736e-06
19,0,1,-4.797967702515872e-06
19,0,2,-5.210641470849758e-06
19,0,3,-6.159763962315602e-06
19,0,4,-8.236056723889807e-06
19,0,5,-1.1564315527238926e-05
19,0,6,-1.5360382032362846e-05
19,0,7,-1.8051907223491474e-05
19,0,8,-1.837807385628035e-05
19,0,9,-1.630254870824588e-05
19,0,10,-1.3187954224187196e-05
19,0,11,-1.0687096232775168e-05
19,0,12,-9.605266820810984e-06
19,0,13,-9.34045397392219e-06
19,0,14,-8.707418003416328e-06
19,0,15,-6.938541003984077e-06
19,0,16,-4.380939637282894e-06
19,0,17,-2.0186155171113534e-06
19,0,18,-7.89363651104335e-07
19,0,19,-8.818406190112696e-07
19,0,20,-1.961108711958154e-06
19,0,21,-3.4362361987398736e-06
19,0,22,-4.956779667929256e-06
19,0,23,-6.308450341164324e-06
19,0,24,-7.510216640227907e-06
19,1,0,-1.2281713317155289e-05
19,1,1,-1.0514186007880581e-05
19,1,2,-9.257397461327125e-06
19,1,3,-1.0912316955716413e-05
19,1,4,-1.547914312469427e-05
19,1,5,-2.0741585776550106e-05
19,1,6,-2.3803588182998267e-05
19,1,7,-2.323221886457456e-05
19,1,8,-1.9761370207352488e-05
19,1,9,-1.585537416738084e-05
19,1,10,-1.3977874395107838e-05
19,1,11,-1.5197329274990842e-05
19,1,12,-1.8238132451018426e-05
19,1,13,-2.00822821434741e-05
19,1,14,-1.7618884420396897e-05
19,1,15,-1.0147691651818402e-05
19,1,16,-3.7112054640641776e-07
19,1,17,6.638815929154915e-06
19,1,18,6.954061349402163e-06
19,1,19,6.578702694046536e-07
19,1,20,-7.874261908920658e-06
19,1,21,-1.3453152696835287e-05
19,1,22,-1.3922987480431605e-05
19,1,23,-1.1637430171201825e-05
19,1,24,-1.0722730235721619e-05
19,2,0,-8.65004125600742e-06
19,2,1,-1.0638916295927631e-05
19,2,2,-1.0666227330835196e-05
19,2,3,-9.638087210906104e-06
19,2,4,-9.262889354216147e-06
19,2,5,-1.061237578494289e-05
19,2,6,-1.3157715343892055e-05
19,2,7,-1.5198954723946072e-05
19,2,8,-1.5216939436244804e-05
19,2,9,-1.3066455916560527e-05
19,2,10,-9.927941721488782e-06
19,2,11,-7.185828251506435e-06
19,2,12,-5.217415751287388e-06
19,2,13,-3.2428663445272117e-06
19,2,14,-2.555020311648561e-07
19,2,15,3.7510366941723844e-06
19,2,16,7.473728439844822e-06
19,2,17,9.155488214677022e-06
19,2,18,7.957586176759914e-06
19,2,19,4.640799739749911e-06
19,2,20,1.01160996252858e-06
19,2,21,-1.4621708250671931e-06
19,2,22,-2.679215543954585e-06
19,2,23,-3.795711438387057e-06
19,2,24,-6.078401656476245e-06
20,0,0,2.8049032388985633e-05
20,0,1,2.2233414678587233e-05
20,0,2,1.6338868834005573e-05
20,0,3,1.1690831335311102e-05
20,0,4,7.993087029680042e-06
20,0,5,4.145400514897338e-06
20,0,6,-2.7569476925871916e-07
20,0,7,-4.488508851445411e-06
20,0,8,-7.0326569723175e-06
20,0,9,-7.126107190519304e-06
20,0,10,-5.314501401765292e-06
20,0,11,-3.1540647357143788e-06
20,0,12,-1.8955668847929404e-06
20,0,13,-1.7148704756404527e-06
20,0,14,-1.732697845353433e-06
20,0,15,-1.0815881230162081e-06
20,0,16,3.666263464827407e-07
20,0,17,1.8918063060440127e-06
20,0,18,2.8675186031081685e-06
20,0,19,3.375618375963432e-06
20,0,20,4.318303463834202e-06
20,0,21,6.44399488517448e-06
20,0,22,9.70495253478106e-06
20,0,23,1.3029588638780094e-05
20,0,24,1.5134609064230455e-05
20,1,0,6.717752794487442e-06
20,1,1,-3.192253009094086e-07
20,1,2,-6.4296830763341186e-06
20,1,3,-9.355868090357526e-06
20,1,4,-1.0284234457228099e-05
20,1,5,-1.2197392970703807e-05
20,1,6,-1.7008983085065824e-05
20,1,7,-2.3260921062598686e-05
20,1,8,-2.73781832661954e-05
20,1,9,-2.6453208223219333e-05
20,1,10,-2.110524541948356e-05
20,1,11,-1.4924658393761637e-05
20,1,12,-1.2066237284391926e-05
20,1,13,-1.391858843639252e-05
20,1,14,-1.873502797657665e-05
20,1,15,-2.29712215299155e-05
20,1,16,-2.429038176885443e-05
20,1,17,-2.234372983919426e-05
20,1,18,-1.8483064471025976e-05
20,1,19,-1.3728039834786797e-05
20,1,20,-8.563179417523433e-06
20,1,21,-3.203863573155195e-06
20,1,22,8.120060677391914e-07
20,1,23,1.3548093394976567e-06
20,1,24,-3.1938252980832048e-06
20,2,0,2.560970935482098e-05
20,2,1,1.8545826882341155e-05
20,2,2,1.3824015537914117e-05
20,2,3,1.1330943548861047e-05
20,2,4,9.02469923663436e-06
20,2,5,5.321486684976877e-06
20,2,6,4.1789826977660155e-07
20,2,7,-4.104589304233368e-06
20,2,8,-6.773162122928158e-06
20,2,9,-7.127858513543135e-06
20,2,10,-5.7528087329537965e-06
